sample	pop	perf	assay	run	url	date
ERS185257	GBR	MPIMG	HG00148.3.M_120202_6	ERR188379	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188379/ERR188379_1.fastq.gz	120202
ERS185257	GBR	MPIMG	HG00148.3.M_120202_6	ERR188379	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188379/ERR188379_2.fastq.gz	120202
ERS185251	GBR	MPIMG	HG00151.3.M_120202_4	ERR188116	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188116/ERR188116_1.fastq.gz	120202
ERS185251	GBR	MPIMG	HG00151.3.M_120202_4	ERR188116	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188116/ERR188116_2.fastq.gz	120202
ERS185282	GBR	MPIMG	HG00160.3.M_120202_1	ERR188387	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188387/ERR188387_1.fastq.gz	120202
ERS185282	GBR	MPIMG	HG00160.3.M_120202_1	ERR188387	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188387/ERR188387_2.fastq.gz	120202
ERS185337	GBR	MPIMG	HG00242.3.M_120202_7	ERR188053	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188053/ERR188053_1.fastq.gz	120202
ERS185337	GBR	MPIMG	HG00242.3.M_120202_7	ERR188053	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188053/ERR188053_2.fastq.gz	120202
ERS185114	GBR	MPIMG	HG00247.3.M_120202_1	ERR188106	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188106/ERR188106_1.fastq.gz	120202
ERS185114	GBR	MPIMG	HG00247.3.M_120202_1	ERR188106	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188106/ERR188106_2.fastq.gz	120202
ERS185410	GBR	MPIMG	HG00249.3.M_120202_4	ERR188456	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188456/ERR188456_1.fastq.gz	120202
ERS185410	GBR	MPIMG	HG00249.3.M_120202_4	ERR188456	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188456/ERR188456_2.fastq.gz	120202
ERS185025	GBR	MPIMG	HG01790.3.M_120202_3	ERR188407	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188407/ERR188407_1.fastq.gz	120202
ERS185025	GBR	MPIMG	HG01790.3.M_120202_3	ERR188407	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188407/ERR188407_2.fastq.gz	120202
ERS185433	TSI	MPIMG	NA20502.3.M_120202_4	ERR188380	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188380/ERR188380_1.fastq.gz	120202
ERS185433	TSI	MPIMG	NA20502.3.M_120202_4	ERR188380	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188380/ERR188380_2.fastq.gz	120202
ERS185219	TSI	MPIMG	NA20510.3.M_120202_3	ERR188026	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188026/ERR188026_1.fastq.gz	120202
ERS185219	TSI	MPIMG	NA20510.3.M_120202_3	ERR188026	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188026/ERR188026_2.fastq.gz	120202
ERS185041	TSI	MPIMG	NA20517.3.M_120202_8	ERR188357	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188357/ERR188357_1.fastq.gz	120202
ERS185041	TSI	MPIMG	NA20517.3.M_120202_8	ERR188357	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188357/ERR188357_2.fastq.gz	120202
ERS185320	TSI	MPIMG	NA20520.3.M_120202_2	ERR188239	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188239/ERR188239_1.fastq.gz	120202
ERS185320	TSI	MPIMG	NA20520.3.M_120202_2	ERR188239	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188239/ERR188239_2.fastq.gz	120202
ERS185081	TSI	MPIMG	NA20532.3.M_120202_7	ERR188226	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188226/ERR188226_1.fastq.gz	120202
ERS185081	TSI	MPIMG	NA20532.3.M_120202_7	ERR188226	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188226/ERR188226_2.fastq.gz	120202
ERS185022	TSI	MPIMG	NA20535.3.M_120202_2	ERR188398	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188398/ERR188398_1.fastq.gz	120202
ERS185022	TSI	MPIMG	NA20535.3.M_120202_2	ERR188398	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188398/ERR188398_2.fastq.gz	120202
ERS185290	TSI	MPIMG	NA20537.3.M_120202_8	ERR188359	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188359/ERR188359_1.fastq.gz	120202
ERS185290	TSI	MPIMG	NA20537.3.M_120202_8	ERR188359	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188359/ERR188359_2.fastq.gz	120202
ERS185116	TSI	MPIMG	NA20538.3.M_120202_6	ERR188208	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188208/ERR188208_1.fastq.gz	120202
ERS185116	TSI	MPIMG	NA20538.3.M_120202_6	ERR188208	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188208/ERR188208_2.fastq.gz	120202
ERS185231	TSI	MPIMG	NA20585.3.M_120202_6	ERR188199	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188199/ERR188199_1.fastq.gz	120202
ERS185231	TSI	MPIMG	NA20585.3.M_120202_6	ERR188199	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188199/ERR188199_2.fastq.gz	120202
ERS185023	TSI	MPIMG	NA20760.3.M_120202_5	ERR188110	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188110/ERR188110_1.fastq.gz	120202
ERS185023	TSI	MPIMG	NA20760.3.M_120202_5	ERR188110	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188110/ERR188110_2.fastq.gz	120202
ERS185050	TSI	MPIMG	NA20770.3.M_120202_1	ERR188191	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188191/ERR188191_1.fastq.gz	120202
ERS185050	TSI	MPIMG	NA20770.3.M_120202_1	ERR188191	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188191/ERR188191_2.fastq.gz	120202
ERS185195	TSI	MPIMG	NA20772.3.M_120223_6	ERR188393	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188393/ERR188393_1.fastq.gz	120223
ERS185195	TSI	MPIMG	NA20772.3.M_120223_6	ERR188393	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188393/ERR188393_2.fastq.gz	120223
ERS185112	TSI	MPIMG	NA20806.3.M_120202_5	ERR188094	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188094/ERR188094_1.fastq.gz	120202
ERS185112	TSI	MPIMG	NA20806.3.M_120202_5	ERR188094	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188094/ERR188094_2.fastq.gz	120202
ERS185164	TSI	MPIMG	NA20816.3.M_120202_7	ERR188210	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188210/ERR188210_1.fastq.gz	120202
ERS185164	TSI	MPIMG	NA20816.3.M_120202_7	ERR188210	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188210/ERR188210_2.fastq.gz	120202
ERS185339	TSI	MPIMG	NA20819.3.M_120202_2	ERR188424	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188424/ERR188424_1.fastq.gz	120202
ERS185339	TSI	MPIMG	NA20819.3.M_120202_2	ERR188424	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188424/ERR188424_2.fastq.gz	120202
ERS185369	YRI	MPIMG	NA18505.3.M_120202_1	ERR188273	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188273/ERR188273_1.fastq.gz	120202
ERS185369	YRI	MPIMG	NA18505.3.M_120202_1	ERR188273	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188273/ERR188273_2.fastq.gz	120202
ERS185396	YRI	MPIMG	NA18510.3.M_120202_7	ERR188165	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188165/ERR188165_1.fastq.gz	120202
ERS185396	YRI	MPIMG	NA18510.3.M_120202_7	ERR188165	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188165/ERR188165_2.fastq.gz	120202
ERS185124	YRI	MPIMG	NA18517.3.M_120202_1	ERR188060	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188060/ERR188060_1.fastq.gz	120202
ERS185124	YRI	MPIMG	NA18517.3.M_120202_1	ERR188060	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188060/ERR188060_2.fastq.gz	120202
ERS185199	YRI	MPIMG	NA18910.3.M_120202_7	ERR188442	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188442/ERR188442_1.fastq.gz	120202
ERS185199	YRI	MPIMG	NA18910.3.M_120202_7	ERR188442	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188442/ERR188442_2.fastq.gz	120202
ERS185249	YRI	MPIMG	NA18934.3.M_120223_7	ERR188447	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188447/ERR188447_1.fastq.gz	120223
ERS185249	YRI	MPIMG	NA18934.3.M_120223_7	ERR188447	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188447/ERR188447_2.fastq.gz	120223
ERS185413	YRI	MPIMG	NA19113.3.M_120202_1	ERR188221	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188221/ERR188221_1.fastq.gz	120202
ERS185413	YRI	MPIMG	NA19113.3.M_120202_1	ERR188221	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188221/ERR188221_2.fastq.gz	120202
ERS185063	YRI	MPIMG	NA19119.3.M_120202_4	ERR188030	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188030/ERR188030_1.fastq.gz	120202
ERS185063	YRI	MPIMG	NA19119.3.M_120202_4	ERR188030	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188030/ERR188030_2.fastq.gz	120202
ERS185204	YRI	MPIMG	NA19121.3.M_120202_6	ERR188109	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188109/ERR188109_1.fastq.gz	120202
ERS185204	YRI	MPIMG	NA19121.3.M_120202_6	ERR188109	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188109/ERR188109_2.fastq.gz	120202
ERS185152	YRI	MPIMG	NA19138.3.M_120202_8	ERR188306	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188306/ERR188306_1.fastq.gz	120202
ERS185152	YRI	MPIMG	NA19138.3.M_120202_8	ERR188306	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188306/ERR188306_2.fastq.gz	120202
ERS185449	YRI	MPIMG	NA19159.3.M_120223_6	ERR188427	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188427/ERR188427_1.fastq.gz	120223
ERS185449	YRI	MPIMG	NA19159.3.M_120223_6	ERR188427	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188427/ERR188427_2.fastq.gz	120223
ERS185062	YRI	MPIMG	NA19160.3.M_120202_3	ERR188232	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188232/ERR188232_1.fastq.gz	120202
ERS185062	YRI	MPIMG	NA19160.3.M_120202_3	ERR188232	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188232/ERR188232_2.fastq.gz	120202
ERS185054	YRI	MPIMG	NA19197.3.M_120202_2	ERR188129	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188129/ERR188129_1.fastq.gz	120202
ERS185054	YRI	MPIMG	NA19197.3.M_120202_2	ERR188129	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188129/ERR188129_2.fastq.gz	120202
ERS185366	YRI	MPIMG	NA19247.3.M_120223_7	ERR188463	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188463/ERR188463_1.fastq.gz	120223
ERS185366	YRI	MPIMG	NA19247.3.M_120223_7	ERR188463	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188463/ERR188463_2.fastq.gz	120223
ERS185153	CEU	UNIGE	NA06984.1.M_111124_4	ERR188325	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188325/ERR188325_1.fastq.gz	111124
ERS185153	CEU	UNIGE	NA06984.1.M_111124_4	ERR188325	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188325/ERR188325_2.fastq.gz	111124
ERS185170	CEU	UNIGE	NA06985.1.M_111124_7	ERR188327	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188327/ERR188327_1.fastq.gz	111124
ERS185170	CEU	UNIGE	NA06985.1.M_111124_7	ERR188327	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188327/ERR188327_2.fastq.gz	111124
ERS185031	CEU	UNIGE	NA07056.1.M_111124_3	ERR188027	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188027/ERR188027_1.fastq.gz	111124
ERS185031	CEU	UNIGE	NA07056.1.M_111124_3	ERR188027	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188027/ERR188027_2.fastq.gz	111124
ERS185240	CEU	UNIGE	NA11881.1.M_111124_5	ERR188272	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188272/ERR188272_1.fastq.gz	111124
ERS185240	CEU	UNIGE	NA11881.1.M_111124_5	ERR188272	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188272/ERR188272_2.fastq.gz	111124
ERS185176	CEU	UNIGE	NA11892.1.M_111124_2	ERR188086	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188086/ERR188086_1.fastq.gz	111124
ERS185176	CEU	UNIGE	NA11892.1.M_111124_2	ERR188086	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188086/ERR188086_2.fastq.gz	111124
ERS185205	CEU	UNIGE	NA11918.1.M_111124_3	ERR188161	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188161/ERR188161_1.fastq.gz	111124
ERS185205	CEU	UNIGE	NA11918.1.M_111124_3	ERR188161	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188161/ERR188161_2.fastq.gz	111124
ERS185392	CEU	UNIGE	NA11931.1.M_111124_8	ERR188049	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188049/ERR188049_1.fastq.gz	111124
ERS185392	CEU	UNIGE	NA11931.1.M_111124_8	ERR188049	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188049/ERR188049_2.fastq.gz	111124
ERS185110	CEU	UNIGE	NA12249.1.M_120209_1	ERR188319	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188319/ERR188319_1.fastq.gz	120209
ERS185110	CEU	UNIGE	NA12249.1.M_120209_1	ERR188319	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188319/ERR188319_2.fastq.gz	120209
ERS185443	CEU	UNIGE	NA12273.1.M_111124_4	ERR188431	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188431/ERR188431_1.fastq.gz	111124
ERS185443	CEU	UNIGE	NA12273.1.M_111124_4	ERR188431	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188431/ERR188431_2.fastq.gz	111124
ERS185052	CEU	UNIGE	NA12341.1.M_111124_5	ERR188388	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188388/ERR188388_1.fastq.gz	111124
ERS185052	CEU	UNIGE	NA12341.1.M_111124_5	ERR188388	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188388/ERR188388_2.fastq.gz	111124
ERS185304	CEU	UNIGE	NA12342.1.M_111124_5	ERR188107	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188107/ERR188107_1.fastq.gz	111124
ERS185304	CEU	UNIGE	NA12342.1.M_111124_5	ERR188107	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188107/ERR188107_2.fastq.gz	111124
ERS185468	CEU	UNIGE	NA12347.1.M_111124_7	ERR188446	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188446/ERR188446_1.fastq.gz	111124
ERS185468	CEU	UNIGE	NA12347.1.M_111124_7	ERR188446	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188446/ERR188446_2.fastq.gz	111124
ERS185026	CEU	UNIGE	NA12383.1.M_111124_3	ERR188396	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188396/ERR188396_1.fastq.gz	111124
ERS185026	CEU	UNIGE	NA12383.1.M_111124_3	ERR188396	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188396/ERR188396_2.fastq.gz	111124
ERS185416	CEU	UNIGE	NA12399.1.M_120209_4	ERR188350	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188350/ERR188350_1.fastq.gz	120209
ERS185416	CEU	UNIGE	NA12399.1.M_120209_4	ERR188350	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188350/ERR188350_2.fastq.gz	120209
ERS185147	CEU	UNIGE	NA12489.1.M_111124_2	ERR188048	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188048/ERR188048_1.fastq.gz	111124
ERS185147	CEU	UNIGE	NA12489.1.M_111124_2	ERR188048	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188048/ERR188048_2.fastq.gz	111124
ERS185254	CEU	UNIGE	NA12717.1.M_111124_3	ERR188196	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188196/ERR188196_1.fastq.gz	111124
ERS185254	CEU	UNIGE	NA12717.1.M_111124_3	ERR188196	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188196/ERR188196_2.fastq.gz	111124
ERS185311	CEU	UNIGE	NA12718.1.M_111124_7	ERR188244	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188244/ERR188244_1.fastq.gz	111124
ERS185311	CEU	UNIGE	NA12718.1.M_111124_7	ERR188244	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188244/ERR188244_2.fastq.gz	111124
ERS185432	CEU	UNIGE	NA12749.1.M_111124_2	ERR188024	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188024/ERR188024_1.fastq.gz	111124
ERS185432	CEU	UNIGE	NA12749.1.M_111124_2	ERR188024	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188024/ERR188024_2.fastq.gz	111124
ERS185039	CEU	UNIGE	NA12778.1.M_111124_4	ERR188477	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188477/ERR188477_1.fastq.gz	111124
ERS185039	CEU	UNIGE	NA12778.1.M_111124_4	ERR188477	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188477/ERR188477_2.fastq.gz	111124
ERS185103	CEU	UNIGE	NA12812.1.M_111124_4	ERR188022	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188022/ERR188022_1.fastq.gz	111124
ERS185103	CEU	UNIGE	NA12812.1.M_111124_4	ERR188022	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188022/ERR188022_2.fastq.gz	111124
ERS185248	CEU	UNIGE	NA12815.1.M_111124_3	ERR188339	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188339/ERR188339_1.fastq.gz	111124
ERS185248	CEU	UNIGE	NA12815.1.M_111124_3	ERR188339	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188339/ERR188339_2.fastq.gz	111124
ERS185401	CEU	UNIGE	NA12830.1.M_111124_2	ERR188051	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188051/ERR188051_1.fastq.gz	111124
ERS185401	CEU	UNIGE	NA12830.1.M_111124_2	ERR188051	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188051/ERR188051_2.fastq.gz	111124
ERS185244	CEU	UNIGE	NA12890.1.M_111124_3	ERR188413	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188413/ERR188413_1.fastq.gz	111124
ERS185244	CEU	UNIGE	NA12890.1.M_111124_3	ERR188413	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188413/ERR188413_2.fastq.gz	111124
ERS185398	FIN	UNIGE	HG00179.1.M_111124_8	ERR188304	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188304/ERR188304_1.fastq.gz	111124
ERS185398	FIN	UNIGE	HG00179.1.M_111124_8	ERR188304	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188304/ERR188304_2.fastq.gz	111124
ERS185065	FIN	UNIGE	HG00180.1.M_111124_8	ERR188146	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188146/ERR188146_1.fastq.gz	111124
ERS185065	FIN	UNIGE	HG00180.1.M_111124_8	ERR188146	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188146/ERR188146_2.fastq.gz	111124
ERS185135	FIN	UNIGE	HG00182.1.M_111124_4	ERR188149	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188149/ERR188149_1.fastq.gz	111124
ERS185135	FIN	UNIGE	HG00182.1.M_111124_4	ERR188149	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188149/ERR188149_2.fastq.gz	111124
ERS185209	FIN	UNIGE	HG00185.1.M_111124_5	ERR188320	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188320/ERR188320_1.fastq.gz	111124
ERS185209	FIN	UNIGE	HG00185.1.M_111124_5	ERR188320	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188320/ERR188320_2.fastq.gz	111124
ERS185355	FIN	UNIGE	HG00187.1.M_120209_2	ERR188425	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188425/ERR188425_1.fastq.gz	120209
ERS185355	FIN	UNIGE	HG00187.1.M_120209_2	ERR188425	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188425/ERR188425_2.fastq.gz	120209
ERS185201	FIN	UNIGE	HG00188.1.M_111124_3	ERR188400	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188400/ERR188400_1.fastq.gz	111124
ERS185201	FIN	UNIGE	HG00188.1.M_111124_3	ERR188400	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188400/ERR188400_2.fastq.gz	111124
ERS185079	FIN	UNIGE	HG00189.1.M_111124_5	ERR188361	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188361/ERR188361_1.fastq.gz	111124
ERS185079	FIN	UNIGE	HG00189.1.M_111124_5	ERR188361	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188361/ERR188361_2.fastq.gz	111124
ERS185328	FIN	UNIGE	HG00278.1.M_111124_5	ERR188230	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188230/ERR188230_1.fastq.gz	111124
ERS185328	FIN	UNIGE	HG00278.1.M_111124_5	ERR188230	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188230/ERR188230_2.fastq.gz	111124
ERS185196	FIN	UNIGE	HG00280.1.M_111124_6	ERR188457	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188457/ERR188457_1.fastq.gz	111124
ERS185196	FIN	UNIGE	HG00280.1.M_111124_6	ERR188457	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188457/ERR188457_2.fastq.gz	111124
ERS185157	FIN	UNIGE	HG00281.1.M_111124_3	ERR188263	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188263/ERR188263_1.fastq.gz	111124
ERS185157	FIN	UNIGE	HG00281.1.M_111124_3	ERR188263	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188263/ERR188263_2.fastq.gz	111124
ERS185163	FIN	UNIGE	HG00284.1.M_111124_6	ERR188194	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188194/ERR188194_1.fastq.gz	111124
ERS185163	FIN	UNIGE	HG00284.1.M_111124_6	ERR188194	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188194/ERR188194_2.fastq.gz	111124
ERS185146	FIN	UNIGE	HG00306.1.M_111124_1	ERR188240	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188240/ERR188240_1.fastq.gz	111124
ERS185146	FIN	UNIGE	HG00306.1.M_111124_1	ERR188240	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188240/ERR188240_2.fastq.gz	111124
ERS185139	FIN	UNIGE	HG00320.1.M_111124_1	ERR188046	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188046/ERR188046_1.fastq.gz	111124
ERS185139	FIN	UNIGE	HG00320.1.M_111124_1	ERR188046	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188046/ERR188046_2.fastq.gz	111124
ERS185445	FIN	UNIGE	HG00323.1.M_111124_4	ERR188255	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188255/ERR188255_1.fastq.gz	111124
ERS185445	FIN	UNIGE	HG00323.1.M_111124_4	ERR188255	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188255/ERR188255_2.fastq.gz	111124
ERS185428	FIN	UNIGE	HG00324.1.M_111124_2	ERR188113	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188113/ERR188113_1.fastq.gz	111124
ERS185428	FIN	UNIGE	HG00324.1.M_111124_2	ERR188113	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188113/ERR188113_2.fastq.gz	111124
ERS185036	FIN	UNIGE	HG00326.1.M_111124_7	ERR188418	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188418/ERR188418_1.fastq.gz	111124
ERS185036	FIN	UNIGE	HG00326.1.M_111124_7	ERR188418	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188418/ERR188418_2.fastq.gz	111124
